1979 3841
4297 3850
4768 389
3411 1985
428 3748
4729 2761
4026 2140
2858 3623
2431 1085
1327 3348
4261 4537
1582 1629
5146 633
1378 3054
18 3428
1999 1792
4341 4331
4106 1730
53 3243
714 2987
1984 2097
2255 2796
3757 3412
5111 703
501 3036
4548 77
4536 4458
5132 497
870 3389
4802 780
946 373
3229 1825
318 3533
1492 473
2102 1389
203 753
1570 4500
2751 1594
1872 2542
232 2784
4612 3907
323 2068
1910 1750
328 3212
482 4283
1870 4186
3329 3125
4022 2319
113 1279
3111 2593
525 2360
1433 519
1416 4057
3349 1029
822 2948
3643 1439
3392 1527
1544 97
2776 1294
1668 3561
430 1499
2554 835
2375 1471
2401 2230
4970 4860
1806 1912
4631 414
4602 4495
479 3949
983 1961
1821 3168
3387 3847
4843 514
1727 4242
2019 3068
5026 3242
3292 2052
3052 898
228 1046
4112 129
4164 4684
3974 2372
642 1726
4788 3443
2532 4044
1918 1514
3983 888
1029 2669
3407 1359
2230 1069
2198 1809
2794 4424
2202 874
1426 1267
4589 3265
288 4639
5113 4977
2382 854
1254 2323
4538 4184
3435 983
4658 1824
3384 5016
4150 3113
2624 470
2601 3084
2899 2914
3086 2070
724 4359
4032 2453
2920 5066
4369 2071
3080 1736
2337 687
4882 3687
204 5094
2206 3919
4689 4298
4972 3704
170 1812
1507 5007
2876 800
2796 662
1136 3045
1616 2260
1658 4604
5285 1568
3802 5060
2952 188
99 1087
3756 1486
5303 4207
812 2880
440 1650
1404 3689
4827 770
2817 5055
2611 4923
4355 1387
1653 4467
1380 281
703 249
4173 2538
2641 4884
1040 4282
1158 4070
2616 165
2839 2932
4220 4969
632 2387
4975 3219
1157 853
4641 4454
2000 1427
2535 586
5032 2001
189 369
4367 1880
3911 4600
5086 3796
5067 1360
3462 1153
986 4161
14 4852
2408 2536
1537 4840
3673 845
480 2489
2383 1219
143 903
5274 4205
310 1340
561 312
2949 2907
4236 4270
281 2840
3317 4902
3687 2086
4094 3156
4534 1951
1467 2010
1603 4625
4108 4050
841 2487
1081 953
4318 1488
1084 2314
1933 3487
4281 1317
4168 3548
1926 740
1222 2163
90 2991
4449 1032
5066 1208
1186 4358
2808 2865
4600 140
3097 2217
1638 4039
725 520
1024 3953
4149 600
1892 4259
5142 4953
4500 560
4038 645
431 1557
4805 230
1123 936
4212 493
690 685
1577 884
2583 1910
607 3184
3337 2829
2334 142
2289 3132
3599 3335
3168 4391
4926 2378
3923 3002
2177 2254
3632 1814
5105 1560
1001 4427
1145 2833
4626 4210
3542 2388
5070 3698
2609 4651
3780 3872
1895 4071
1106 2039
3821 2501
3011 1167
3188 394
2057 1221
4601 1117
1307 3419
1995 4781
4351 2561
1162 2700
4846 5045
458 1780
2639 3415
1832 556
808 5004
2684 2125
3838 125
1354 4292
4537 1666
5264 897
2692 4337
1534 4722
3459 1971
4335 4619
1124 2643
2515 1228
1714 1931
293 1787
2498 3172
3538 2925
1841 3574
2729 2604
2080 1408
969 604
2765 4561
1401 4805
130 2142
4490 2002
1684 4332
1497 2597
4269 3135
2207 1927
753 3251
2703 2293
1700 4957
2193 3465
1236 865
2124 4249
3089 341
63 1201
3316 64
1302 4946
1586 1751
1670 644
4581 1763
3068 4269
2489 1918
2492 881
5073 226
5131 513
3219 3303
487 1315
3185 2147
3810 3005
3274 2404
2790 1567
727 2429
1064 2511
1421 3020
1924 4290
4144 4400
2061 323
4238 827
3948 2659
5258 3501
2214 440
4237 1950
1134 0
1625 655
587 4453
624 4444
3774 1078
5170 1624
2156 551
1505 2041
4146 4055
2083 3545
4633 4519
5263 4008
2460 3095
4130 321
748 4320
4487 3714
3789 4239
2872 1665
2373 1540
2254 1419
2047 1718
4921 3290
2833 1554
24 336
1472 3965
4010 5018
134 1051
4628 554
3720 4536
2625 1062
129 3406
1636 4466
777 1476
3298 3797
4523 2283
2217 4757
985 1999
2661 4950
1410 4518
1737 3154
5261 2241
3991 796
1943 1867
899 74
4530 4463
495 3525
2285 3287
1083 2245
2136 3957
1048 4796
3560 4309
1400 3365
3326 3295
2966 5006
1604 665
795 3175
1012 2091
4073 2099
2936 1156
5057 1996
2922 596
3910 352
4272 4755
1494 2170
1069 548
4791 726
2731 2845
438 4820
3212 3480
2224 2672
3262 2131
728 4326
235 2292
4312 189
4340 288
2068 1693
1213 1073
3424 2353
2995 1467
3232 576
2600 4144
1553 4787
3475 607
1391 2385
3779 1248
3633 3456
4982 2313
2302 4926
4159 516
4819 2233
3460 2635
2526 4749
3623 2416
486 330
1867 2533
4756 2122
1502 2527
3663 1266
1385 3122
1443 4149
3078 2818
1493 2563
1911 3229
3828 2573
4762 996
3396 1802
2494 4100
962 4440
1041 2355
2594 3669
2447 2571
3576 1016
248 1859
2910 424
2864 3273
4745 1353
626 4586
4844 3454
5176 2351
3659 1984
3669 1935
5254 3222
4291 4942
2555 1326
1766 1402
1030 2744
2612 2782
102 1616
82 2611
3416 3155
2046 5104
1514 4530
1245 3194
1623 2552
1350 3112
3355 646
656 3916
3224 278
4379 4421
2002 2814
1809 1207
1618 2149
2338 356
2900 1229
1804 2630
3057 2056
5052 3616
2584 157
555 186
2868 362
3718 3127
4373 3856
5125 2506
679 1108
4063 1059
4429 2343
1451 714
1736 3390
2089 2923
4445 5057
3794 2356
443 924
2300 3817
4527 1677
896 2463
48 3163
2791 782
4550 3629
4136 3234
4410 5083
154 3423
58 1885
564 2304
5210 4885
2845 3566
35 4121
2587 1021
254 528
1293 2696
44 5088
5107 1926
2218 5076
738 1964
345 24
620 1762
2189 3816
5189 1203
1435 4267
964 979
4469 841
103 4708
2283 2050
3002 4217
386 1795
582 960
4801 1717
2308 1295
1194 892
1216 5067
212 2931
4216 746
3723 1194
1935 4857
1912 2014
1975 3780
3049 1378
1710 3076
592 298
2127 3103
5270 1873
285 4513
4084 763
2795 1589
1374 1725
3125 63
1790 1019
769 4538
1705 1759
5049 4746
2114 1103
292 1712
4737 3124
4266 1333
1119 4811
86 1801
3709 1458
1565 5082
3760 4333
378 1610
3999 2386
2466 599
3866 2393
4620 4281
1932 4856
3672 4761
677 4041
1797 3489
1857 1525
2835 1161
1383 2719
3594 3914
2119 136
786 4181
1569 1664
1248 5061
2192 4006
3830 1924
483 657
4498 4068
387 3048
2542 5079
5135 1470
2225 1012
2011 2774
4577 1868
1246 537
4771 2030
4186 4889
2111 4019
3343 12
3389 4171
1830 3178
4193 1337
2483 423
4481 3613
179 4251
3818 4431
762 4718
2292 741
955 3453
2454 1000
625 1149
2541 3725
3397 3603
46 5065
4825 1395
2640 3146
1308 3217
3156 4716
3477 4591
4937 4615
1478 4514
1279 900
4611 2048
666 4040
1680 971
3525 2523
710 3291
2596 1285
614 905
1298 2629
4555 3063
5310 4541
138 3810
3856 4452
2439 541
94 4196
4614 4574
2670 3615
750 3000
2822 4397
4999 276
4338 2141
1486 3659
2211 4713
3252 3093
3798 1511
4178 4302
1897 3385
1550 3570
1601 2877
4881 3726
3278 4143
4057 4140
2543 2139
194 101
906 2282
1431 2427
2989 706
73 4289
2968 2975
5219 2649
1070 4843
3151 2755
2458 210
996 1152
4974 3717
1661 1357
5266 145
1071 4101
1033 4449
2357 4803
1690 1445
5253 4938
3310 2524
3536 1251
1513 2582
5021 3732
752 3256
4052 2418
4242 3837
10 2327
2182 4146
88 1828
2782 2921
695 3055
2752 5046
613 4004
1360 303
2191 3408
1879 3768
3929 1370
2063 1342
2249 3697
361 4412
2315 2691
2291 4698
409 81
5025 4097
2418 1330
4300 4675
115 2957
674 2787
2168 1252
4098 3685
3501 2478
4543 1830
463 1581
4028 4244
2250 4473
426 5015
2474 5085
1223 4321
4514 1341
1479 2944
146 4000
1905 3518
533 4647
3401 164
70 2258
3552 632
84 1146
2157 2567
2185 3769
4153 943
3980 4989
4915 4667
5117 4859
575 350
2099 2224
4562 1752
5296 1472
3880 2778
3113 3349
1709 1608
5174 1043
661 4455
28 1010
4251 1431
2007 156
4640 3639
3721 805
4739 674
853 3601
660 4088
3927 2401
2340 4602
1347 3898
532 3684
1763 2560
5083 1546
3306 689
4885 377
4501 3721
308 4516
1721 2777
3660 1369
2891 4681
2927 768
91 2340
718 683
702 1191
2688 3183
394 908
3100 824
2932 1565
3548 3590
1138 2632
576 4640
3621 134
5065 4931
1460 2354
1749 4804
4145 3851
1807 1570
2993 630
4679 3809
1990 3959
2902 3848
887 3254
301 930
2459 4241
4874 3997
15 609
3598 151
3010 1749
1258 2244
305 4429
1966 4134
4494 1430
2351 1949
2115 3387
4359 3341
3458 3861
3801 25
2561 3060
1452 5005
1172 1495
69 5098
2 1083
1520 1768
657 878
1315 4048
4440 3351
2860 3269
4412 3767
137 4790
5058 4543
2884 678
1738 4756
4395 2054
19 812
2855 46
2322 239
381 1216
2066 58
365 4445
835 4104
1759 4307
2613 3654
2183 1643
1765 912
1580 1735
641 5028
3088 688
2449 4610
3157 2109
2444 3034
544 3770
377 737
2451 4430
4148 2920
5297 1522
233 1847
4397 938
4043 866
3699 259
350 1875
815 3278
159 661
605 3531
1956 4849
3308 4798
4353 4136
659 2885
1851 4588
5214 3660
3963 2872
4066 4621
4388 4582
1234 2007
5056 486
1769 1911
1175 3018
3702 2508
974 3707
4831 2155
1785 2243
2836 196
1140 4626
1527 4036
2033 273
3297 1982
1375 783
4783 4139
1200 5031
157 27
2605 2295
2139 3027
4488 2657
375 148
1370 1390
242 3642
196 4678
5130 2980
1462 1967
3734 1036
3072 481
1192 3593
3069 2851
363 3584
279 187
451 584
2328 917
1921 589
5048 3814
4060 1005
3215 2909
5155 734
4218 4122
1339 4807
107 2910
1866 4833
1844 3370
3074 3873
3124 291
338 992
4763 858
1998 1963
2521 2364
1613 2562
4528 1536
609 3927
5162 2736
1045 1925
5001 3806
3509 3039
3888 3321
2264 3105
4847 4447
2201 4529
1729 3553
3240 3033
3587 4579
3171 1902
2120 3266
3417 1531
3197 3104
2022 2795
3190 2231
4778 1
5033 1336
2723 4531
4254 1628
1131 3680
1438 1079
1280 3119
3520 3468
1210 547
3279 5048
1004 730
3357 4363
929 236
2031 2891
2026 510
2009 1310
1920 3620
1005 1223
388 1475
3494 3912
4563 2376
3582 4601
989 2432
3899 2766
4598 183
3463 1306
1875 2823
5134 113
4311 4083
2163 471
1532 346
908 2633
4964 3262
4465 2113
1444 4963
1801 2664
1762 1065
4505 2572
243 1081
722 460
2126 1289
950 3247
2365 4704
772 2799
3175 3014
2074 5064
1997 272
4354 1002
2094 4345
2627 4158
1950 2016
930 4546
862 2756
2784 4559
2146 2229
3739 1966
1382 4587
3210 1674
1475 3032
4983 3186
2718 3073
2329 1545
92 1093
4048 4622
3119 3641
4748 1366
4714 4376
2021 4398
191 2212
2756 808
1886 2316
2028 3846
2959 1700
4485 4897
1823 1547
5133 534
3258 1591
1215 1061
931 3551
1928 1250
882 103
3601 5054
3321 1309
2215 2791
287 2434
5282 1724
2246 1779
2424 4462
3037 1681
5080 3455
2873 4846
3472 507
942 4633
534 2102
1047 4999
3577 3942
4170 1147
4274 4300
1267 391
3683 2022
2275 4565
948 593
1409 2202
4732 2031
322 4418
873 2803
1652 1230
832 1948
5141 1242
2528 3320
2690 3347
3082 482
2665 2181
759 4080
2649 100
297 791
3018 988
2997 451
3204 4354
3406 3557
335 203
4662 149
1154 3497
1325 675
3984 1833
5238 2946
4405 3353
522 3307
2229 1328
1671 3558
439 4801
4275 4063
1681 4148
2882 2349
3098 290
2740 3676
2945 1653
5114 2240
202 830
452 4960
945 204
390 152
4722 2166
1027 631
5273 3779
1649 304
4690 3661
1256 375
2339 1124
4942 3162
3271 75
68 4248
569 1286
1398 673
1072 1543
3073 789
2660 3706
893 3394
3531 696
4908 1626
3521 4056
4401 4829
5010 4727
938 1841
114 909
3815 3536
2232 317
3926 3651
2976 5068
3738 2264
883 1022
2647 4365
1365 2836
4235 2413
2881 1822
4779 2210
4470 3682
2396 4703
173 4728
3909 899
1020 112
2706 4272
1863 946
132 4741
4422 1006
2804 3091
2707 2466
3696 889
779 1654
3043 846
4793 1942
2280 677
3288 2029
3662 5008
580 1606
2957 2595
3842 2666
229 1491
152 608
1846 2198
4229 739
2036 3138
3226 1564
4809 34
1945 2064
1855 2115
3383 618
286 3297
1101 784
4418 2809
3940 2509
3198 2843
5166 3479
5115 4011
4185 1550
1925 2692
55 2412
987 2328
1562 116
3947 1781
1224 3494
557 4095
1947 1562
2320 2335
3426 3328
1092 4794
162 1901
472 4250
245 4435
258 2367
4852 1777
4644 2464
4719 4388
3703 1415
1288 4411
837 2454
39 774
2171 2358
5112 3271
2829 1611
3987 3737
1602 1321
3627 238
5149 3522
1498 110
1181 1755
3358 5047
1796 3015
2174 2577
4842 4166
916 1920
2427 1348
1449 4962
27 4682
3769 3082
3470 3731
1450 3966
5169 4172
898 484
1230 5049
3918 3884
4960 3655
3694 3058
884 1548
4232 4877
4731 1703
4292 4863
591 2161
5293 3180
4725 1620
736 2529
2504 202
215 4340
2027 540
3905 4697
3540 1906
3982 3516
3001 4132
1328 1144
144 2578
2889 90
1343 1368
2870 363
1548 237
4780 2370
756 4395
4833 4005
1329 1541
5139 4512
0 3747
2490 3299
3666 708
3858 4663
2733 4590
2738 2043
4158 1874
1412 773
858 2673
367 2810
3275 2158
3385 4987
1265 4658
408 4660
3654 920
5230 4347
5249 546
4293 1603
3179 3972
4653 1663
3686 3061
4432 4325
778 1595
3578 4683
1992 5063
2058 1165
3558 3594
496 1832
3019 2374
1965 1403
4451 700
5129 4062
622 1998
3695 2977
1189 4593
5172 4930
1051 4314
559 1578
3369 108
304 1169
1038 4745
3884 4837
